Review Text,Review Stars,Restaurant Place,Creationdate
"Rude staff and dirty tables, very disappointing.",1,Birmingham City Centre,2024-01-14 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,London Hackney,2024-01-14 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Cardiff Bay,2024-01-14 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Liverpool City Centre,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,4,Birmingham City Centre,2024-01-14 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",2,Leeds Headingley,2024-01-14 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,London Chelsea,2024-01-14 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Manchester Central,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Edinburgh New Town,2024-01-14 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Manchester Central,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,5,Bristol Clifton,2024-01-14 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Sheffield Ecclesall Road,2024-01-14 02:53:37.218490
Fantastic food and great service!,5,Manchester Central,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Cardiff City Centre,2024-01-14 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Cardiff Bay,2024-01-14 02:53:37.218490
"Food poisoning after eating here, never again.",1,Birmingham Edgbaston,2024-01-14 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,London Chelsea,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Manchester Didsbury,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,4,London Canary Wharf,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,4,London Chelsea,2024-01-14 02:53:37.218490
"Ordered online, but my food never arrived.",1,Glasgow West End,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,4,London Soho,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Leeds City Centre,2024-01-14 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Leeds City Centre,2024-01-14 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Sheffield City Centre,2024-01-14 02:53:37.218490
"Rude staff and dirty tables, very disappointing.",2,Manchester Didsbury,2024-01-14 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Sheffield City Centre,2024-01-14 02:53:37.218490
"Amazing experience, highly recommend.",5,London Camden,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,5,Birmingham City Centre,2024-01-14 02:53:37.218490
"Rude staff and dirty tables, very disappointing.",1,Birmingham Edgbaston,2024-01-14 02:53:37.218490
"Food was okay, nothing special.",3,London Canary Wharf,2024-01-14 02:53:37.218490
"Poor quality ingredients, not worth the money.",2,Bristol Clifton,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,5,London Hackney,2024-01-14 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Leeds City Centre,2024-01-14 02:53:37.218490
"Amazing experience, highly recommend.",4,Sheffield City Centre,2024-01-14 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Birmingham Edgbaston,2024-01-14 02:53:37.218490
"It was alright, the service could be better.",3,Birmingham Edgbaston,2024-01-14 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Leeds Headingley,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Cardiff City Centre,2024-01-14 02:53:37.218490
"Mediocre food, acceptable for a quick meal.",3,Birmingham Edgbaston,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,5,Leeds City Centre,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,5,Bristol Clifton,2024-01-14 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Birmingham Edgbaston,2024-01-14 02:53:37.218490
Fantastic food and great service!,4,Birmingham Edgbaston,2024-01-14 02:53:37.218490
"Food poisoning after eating here, never again.",2,Edinburgh New Town,2024-01-14 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",2,Glasgow West End,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Sheffield Ecclesall Road,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Birmingham City Centre,2024-01-14 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Liverpool Anfield,2024-01-14 02:53:37.218490
"Amazing experience, highly recommend.",4,London Chelsea,2024-01-14 02:53:37.218490
Delicious meals and very clean environment.,5,London Camden,2024-01-14 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Leeds City Centre,2024-01-14 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",2,Liverpool Anfield,2024-01-14 02:53:37.218490
"Ordered online, but my food never arrived.",1,Sheffield Ecclesall Road,2024-01-14 02:53:37.218490
"Mediocre food, acceptable for a quick meal.",3,Glasgow West End,2024-01-14 02:53:37.218490
Fantastic food and great service!,5,Birmingham Edgbaston,2024-01-14 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,Manchester Salford,2024-01-14 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,London Camden,2024-01-14 02:53:37.218490
"Decent place, but I've had better.",3,Sheffield Ecclesall Road,2024-01-14 02:53:37.218490
"Worst dining experience ever, avoid this place.",2,Birmingham Solihull,2024-01-14 02:53:37.218490
"Ordered online, but my food never arrived.",1,Manchester Central,2024-01-14 02:53:37.218490
"Amazing experience, highly recommend.",5,Liverpool City Centre,2024-01-14 02:53:37.218490
Fantastic food and great service!,5,London Canary Wharf,2024-01-14 02:53:37.218490
"Amazing experience, highly recommend.",5,Bristol Clifton,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Edinburgh New Town,2024-01-15 02:53:37.218490
Delicious meals and very clean environment.,4,Manchester Central,2024-01-15 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,London Soho,2024-01-15 02:53:37.218490
Fantastic food and great service!,5,Birmingham Edgbaston,2024-01-15 02:53:37.218490
"Amazing experience, highly recommend.",5,Glasgow West End,2024-01-15 02:53:37.218490
Fantastic food and great service!,5,Birmingham Solihull,2024-01-15 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Manchester Didsbury,2024-01-15 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Sheffield Ecclesall Road,2024-01-15 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Glasgow City Centre,2024-01-15 02:53:37.218490
"It was alright, the service could be better.",3,London Hackney,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Manchester Central,2024-01-15 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,London Hackney,2024-01-15 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Liverpool Anfield,2024-01-15 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,London Canary Wharf,2024-01-15 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Leeds Headingley,2024-01-15 02:53:37.218490
Fantastic food and great service!,4,London Canary Wharf,2024-01-15 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Birmingham Edgbaston,2024-01-15 02:53:37.218490
Fantastic food and great service!,5,London Canary Wharf,2024-01-15 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",2,London Hackney,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,London Canary Wharf,2024-01-15 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Leeds Headingley,2024-01-15 02:53:37.218490
Delicious meals and very clean environment.,5,Manchester Salford,2024-01-15 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,London Camden,2024-01-15 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,London Soho,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Manchester Didsbury,2024-01-15 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Edinburgh Old Town,2024-01-15 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Liverpool Anfield,2024-01-15 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,London Canary Wharf,2024-01-15 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",2,Sheffield Ecclesall Road,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Birmingham Edgbaston,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,London Hackney,2024-01-15 02:53:37.218490
"Mediocre food, acceptable for a quick meal.",3,London Hackney,2024-01-15 02:53:37.218490
"Amazing experience, highly recommend.",5,London Chelsea,2024-01-15 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,London Camden,2024-01-15 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",2,London Camden,2024-01-15 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Manchester Salford,2024-01-15 02:53:37.218490
Delicious meals and very clean environment.,4,London Camden,2024-01-15 02:53:37.218490
"Amazing experience, highly recommend.",5,Birmingham Solihull,2024-01-15 02:53:37.218490
"Worst dining experience ever, avoid this place.",2,Cardiff Bay,2024-01-15 02:53:37.218490
Delicious meals and very clean environment.,4,Glasgow West End,2024-01-15 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Manchester Central,2024-01-15 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Liverpool Anfield,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,London Hackney,2024-01-15 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,London Chelsea,2024-01-15 02:53:37.218490
Delicious meals and very clean environment.,5,London Chelsea,2024-01-15 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Glasgow City Centre,2024-01-15 02:53:37.218490
"Food poisoning after eating here, never again.",1,Birmingham City Centre,2024-01-15 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Manchester Didsbury,2024-01-15 02:53:37.218490
Fantastic food and great service!,5,Glasgow West End,2024-01-15 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,London Chelsea,2024-01-15 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Bristol Clifton,2024-01-15 02:53:37.218490
Fantastic food and great service!,5,London Chelsea,2024-01-15 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Manchester Didsbury,2024-01-15 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Manchester Central,2024-01-15 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Sheffield City Centre,2024-01-15 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Birmingham Edgbaston,2024-01-15 02:53:37.218490
"Worst dining experience ever, avoid this place.",2,Edinburgh Old Town,2024-01-16 02:53:37.218490
Fantastic food and great service!,5,London Canary Wharf,2024-01-16 02:53:37.218490
"Amazing experience, highly recommend.",5,London Chelsea,2024-01-16 02:53:37.218490
"Ordered online, but my food never arrived.",1,Leeds City Centre,2024-01-16 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Birmingham City Centre,2024-01-16 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,London Canary Wharf,2024-01-16 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,London Soho,2024-01-16 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Sheffield City Centre,2024-01-16 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Liverpool Anfield,2024-01-16 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Manchester Didsbury,2024-01-16 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,London Camden,2024-01-16 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Manchester Salford,2024-01-16 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,London Camden,2024-01-16 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Birmingham City Centre,2024-01-16 02:53:37.218490
Fantastic food and great service!,4,Manchester Central,2024-01-16 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,London Camden,2024-01-16 02:53:37.218490
"Amazing experience, highly recommend.",4,Manchester Central,2024-01-16 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Manchester Central,2024-01-16 02:53:37.218490
"Food was okay, nothing special.",3,Liverpool Anfield,2024-01-16 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,London Chelsea,2024-01-16 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Sheffield City Centre,2024-01-16 02:53:37.218490
"Mediocre food, acceptable for a quick meal.",3,Bristol City Centre,2024-01-16 02:53:37.218490
Delicious meals and very clean environment.,4,Leeds Headingley,2024-01-16 02:53:37.218490
Delicious meals and very clean environment.,5,Manchester Salford,2024-01-16 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,Manchester Didsbury,2024-01-16 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,London Hackney,2024-01-16 02:53:37.218490
"Mediocre food, acceptable for a quick meal.",3,Liverpool Anfield,2024-01-16 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Manchester Central,2024-01-16 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Sheffield Ecclesall Road,2024-01-16 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Edinburgh Old Town,2024-01-16 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Bristol City Centre,2024-01-16 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,Leeds Headingley,2024-01-16 02:53:37.218490
"Rude staff and dirty tables, very disappointing.",2,Edinburgh Old Town,2024-01-16 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",2,Manchester Central,2024-01-16 02:53:37.218490
